,Close,High,Low,Open,Volume,SMA_30,Price_SMA_Ratio,RSI_14,MACD,MACD_Signal,MACD_Hist,Returns,Volatility_30d,Forward_Return_30d,CapMrktCurUSD,CapMVRVCur,AdrActCnt,HashRate,IssTotUSD,TxCnt,TxTfrCnt,FeeTotNtv,FlowInExUSD,FlowOutExUSD,SplyCur,SplyExNtv,BlkCnt,AdrBalCnt,CapMrktEstUSD,PriceUSD,Puell_Multiple,NVT_proxy,NetFlowExUSD,ExchangeSupplyRatio,MVRV_Z,AdrActCnt_log,HashRate_log,CapMrktCurUSD_log,TxCnt_log,TxTfrCnt_log,IssTotUSD_log,CapMVRVCur_roc_7d,CapMVRVCur_roc_30d,AdrActCnt_roc_7d,AdrActCnt_roc_30d,HashRate_roc_7d,HashRate_roc_30d,TxCnt_roc_7d,TxCnt_roc_30d,NetFlowExUSD_7d,regime_base,regime_conservative,regime_aggressive,cycle,regime_price
2017-08-22,4100.52001953125,4128.759765625,3674.580078125,3998.35009765625,3764239872,3406.259659830729,1.2038189771284264,67.56009973956444,354.01464221429296,368.5654527228313,-14.550810508538348,0.0246842697271518,0.8262909015591653,-0.114492790727167,67310327158.72248,2.84203031,530992,4084580.6639591,4532692.6381414365,196446,521182,338.845556209979,66006155.98518965,29446724.370964263,16520586.09356387,744016.87030723,89,19013852,,4074.33046125073,1.6991889088843934,31.69830518621877,36559431.61422539,0.0450357430477049,1.1355233058094223,13.182504117462983,15.22272987318865,24.93257951144931,12.188147953808665,13.163856506663274,15.32682694284782,-0.0877364596705846,-0.0091589794156262,-0.3506424578614414,-0.0110223314894488,-0.4144736842105272,-0.4062094763389471,-0.3645711698015559,0.0727719528178243,15806581.783320678,1,1,1,2,1
2017-08-23,4151.52001953125,4255.77978515625,4078.409912109375,4089.010009765625,2369819904,3452.814990234375,1.2023580850039832,71.16392523180652,340.38539942991247,362.9294420642475,-22.544042634335085,0.0124374468987058,0.8260845461929993,-0.1254528620623588,68517713977.949295,2.86484514,839588,7297172.19741008,8241994.248657941,313788,787323,538.500339769884,40947334.89085045,39531162.609161325,16522573.59356305,744358.37047393,159,19032661,,4146.9153452367,3.067119260122315,20.985762633078227,1416172.2816891223,0.0450509944022232,1.17378227267247,13.640667765365896,15.802997597892976,24.95035814701667,12.656476064492024,13.57639513264036,15.924753014401476,-0.1128765433384039,0.0026866946048129,0.2186274424423988,0.2322617669031128,0.2230769230769216,0.0250589092969626,0.134775061478374,0.2862430674258169,13517858.863223502,1,1,1,2,2
2017-08-24,4334.68017578125,4376.39013671875,4130.259765625,4137.60009765625,2037750016,3511.421663411458,1.2344516242375658,73.18873927310744,340.43924846574055,358.4314033445462,-17.99215487880565,0.044118818020461,0.7804000546967278,-0.1251027184121521,71479081623.50026,2.96780825,542527,4467992.01920994,5461343.240344091,201411,483952,386.440831650013,32859154.13543963,52678233.81517395,16523836.09274545,739776.78916792,101,19079608,,4325.81642799532,2.0233489108415044,34.14354335294709,-19819079.679734316,0.044770281247991,1.3672756515700095,13.203994975968078,15.312449876772948,24.99267067914867,12.21310784041117,13.08974307354552,15.513205515284586,-0.0558880705897784,0.1276907154598998,-0.3714197328464058,-0.2272036420044129,-0.4561215048163513,-0.2451426197763868,-0.4220365927847477,-0.1689593992407988,10809300.654014194,1,1,1,2,2
2017-08-25,4371.60009765625,4455.7001953125,4307.35009765625,4332.81982421875,1727970048,3572.826668294271,1.223569040292494,69.77108360171155,339.5469672791014,354.6545161314573,-15.107548852355876,0.0085173347000959,0.7701462863864127,-0.1575532972777841,71935931728.76527,2.96751747,587663,4459277.50765201,5495828.862856886,212865,547075,433.007813719923,21882943.426743604,22566850.261530746,16525098.59274545,739619.68231462,101,19182097,,4353.13177255991,2.0267449463293667,30.20627627426852,-683906.8347871415,0.0447573536801356,1.359245330916243,13.283910634981806,15.310497541325384,24.999041722735836,12.26841813873888,13.212343011423828,15.519500155865291,-0.0026531622319481,0.1468420783021289,-0.1920980926430517,-0.0995781831999546,-0.3478901486000298,-0.2414898486604367,-0.3054635626539634,-0.099529173875707,6146994.825082864,1,1,1,2,1
2017-08-26,4352.39990234375,4379.27978515625,4269.52001953125,4372.06005859375,1511609984,3628.8473307291665,1.199389091265296,64.5387126661777,333.4467659566162,350.41296609648913,-16.96620013987291,-0.0043920292075192,0.7623957477388742,-0.097952817652348,71757325229.35551,2.94348577,617917,4635882.55746001,5698847.065765639,224662,582789,414.828200059944,19838701.90062333,21016279.00309619,16526411.09274545,739348.47483543,105,19226157,,4341.97871677382,2.0915891487502165,28.357451998485644,-1177577.1024728604,0.04473738857676,1.3052493189539194,13.334111041552108,15.349337366098734,24.99655578017779,12.322356780618376,13.275582194611022,15.555774618655764,-0.011422350400182,0.0865772552429711,-0.1283611270196385,-0.1004121481054435,-0.3310433004293138,-0.2774988953838714,-0.1519116359133875,-0.0036631661108351,6255294.239611775,1,1,1,2,1
2017-08-27,4382.8798828125,4416.58984375,4317.2900390625,4345.10009765625,1537459968,3681.3096598307297,1.1905762589431366,60.67390007832445,327.2988942347224,345.7901517241358,-18.491257489413385,0.0070030284791471,0.7529833882292215,-0.1119195137151412,71814078736.96461,2.93116239,753881,6843445.68006004,8418250.424240207,257198,638004,353.175748149918,22454655.711072575,37938949.92026074,16528348.59274539,735784.69156475,155,19199280,,4344.90344476914,3.0668683655642517,25.906340074271306,-15484294.209188169,0.0445165279178405,1.2744455053428787,13.53299113606916,15.738802063277037,24.997346376480348,12.45760538331316,13.366101399286814,15.945912695322107,0.0144807283896193,0.0559058910358645,0.2005621556199637,0.1025343280133261,0.1470279526338429,0.0669078463517034,0.1917908511269277,0.0324592954173224,2454094.916632121,1,1,1,2,1
2017-08-28,4382.66015625,4403.93017578125,4224.64013671875,4384.4501953125,1959330048,3736.516666666667,1.172926698105633,52.39967543219697,318.73475564723094,340.37907250875486,-21.64431686152392,-5.01329190794042e-05,0.737683275862303,-0.0415250619228297,72397327204.41,2.93365297,661017,5695512.85630802,7062369.322112077,227603,579362,386.820278969898,38016990.75276103,44923303.05881643,16529961.09274537,734207.82294098,129,19241019,,4379.76392068966,2.557665186871953,28.531317367630898,-6906312.306055404,0.0444167907487215,1.2725515827147778,13.401536349930527,15.555189380171049,25.005435218604283,12.335362555772322,13.26968450311365,15.770291292797404,0.0445010696187126,0.1068495018031538,0.0453869730104157,0.0415670690489209,0.0791393416925403,-0.1516471408709512,-0.044271161388392,0.0953141768167971,-870795.1766176255,1,1,1,2,1
2017-08-29,4579.02001953125,4625.68017578125,4352.1298828125,4389.2099609375,2486080000,3797.244669596354,1.2058796358829305,65.85987208975325,324.05669022764596,337.1145960525331,-13.057905824887143,0.0448038077972408,0.7438538247665555,-0.0882918260540575,76053940775.73611,3.03875355,789243,6578538.10534803,8568350.847692875,276967,677071,457.092717699919,41785031.470468275,34105674.10997728,16531823.59274533,735877.08267814,149,19250215,,4600.45683097604,3.080140433430431,24.41667652690092,7679357.360490993,0.0445127591974224,1.469742788747072,13.578830804237398,15.699323258187484,25.054708672543725,12.531657255030424,13.425532897790449,15.963585955590196,0.0692192617748681,0.1535374618440528,0.4863557266399494,0.3525412749389058,0.6105785750284556,0.0465389671257645,0.4098887226006129,0.4281360861315073,-4996520.070008254,1,1,2,2,1
2017-08-30,4565.2998046875,4626.52001953125,4471.41015625,4570.35986328125,1937849984,3853.57666015625,1.1846915754628824,58.80902323244344,323.4388532848502,334.37944749899657,-10.940594214146358,-0.0029963212183454,0.7415788977246833,-0.0881059290028999,75835035216.64296,3.00669499,805068,7417412.09193603,9631928.747077728,275731,663122,391.625665960099,61766961.18576874,54917119.30499648,16533923.59274531,737370.51855452,168,19236316,,4586.63273670368,3.4338907494710895,24.933456577741815,6849841.880772255,0.0445974311190152,1.3994090462997144,13.598683267013156,15.81934091445374,25.051826228847936,12.527184658466558,13.404715772323216,16.080594152803737,0.0495139677951319,0.1284685669317828,-0.0411154042220708,0.1629191572220569,0.0164776013602401,0.1962659723276034,-0.1212825219575,0.2478322653053835,-4220281.5558535205,1,1,2,2,1
2017-08-31,4703.39013671875,4736.0498046875,4549.39990234375,4555.58984375,1944930048,3919.747664388021,1.199921663185193,65.96594734380473,330.28463312663644,333.5604846245246,-3.275851497888141,0.0302478123976575,0.6972635958984852,-0.0775355998929877,78386345981.646,3.06677185,797023,7196655.77967604,9658475.793581964,281321,678169,416.185331099956,61649889.94261442,43891104.3746196,16535961.09271528,741116.8162487,163,19247315,,4740.35621770894,3.4143414108655255,24.383245316013088,17758785.567994826,0.0448184905669129,1.5082791326079126,13.58864007024243,15.789127139992765,25.084915590750825,12.54725519973836,13.427153272956277,16.0833465119318,0.0333456853218194,0.2206814204122358,0.4690937040921465,0.6827647216551003,0.6107136603499574,0.1295040850097053,0.3967509222435716,1.141472809207722,1147984.9081077855,1,1,2,2,1
2017-09-01,4892.009765625,4892.009765625,4678.52978515625,4701.759765625,2599079936,3992.458992513021,1.2253124640225206,80.94937511803188,346.9307884923319,336.2345453980861,10.6962430942458,0.0401029094809128,0.696390858632157,-0.0998095986400017,81337302684.4743,3.14249768,767441,7682319.66664803,10697011.582627116,275267,672817,369.145481689886,60643803.34553006,40915743.619924165,16538136.09270525,745128.07954142,174,19284715,,4918.16624488603,3.746292409913499,24.580437314611927,19728059.725605898,0.0450551425725711,1.6462994036048109,13.550818185555356,15.854432229616116,25.12187057589058,12.525500447542129,13.419230141147445,16.18547506256383,0.0589651827727908,0.2791668180569007,0.3059202297915642,0.2809513317910661,0.7227722772277259,0.1819310182419102,0.2931529373076833,0.2824888764646958,4063980.1310210777,1,1,2,2,2
2017-09-02,4578.77001953125,4975.0400390625,4469.240234375,4901.419921875,2722139904,4051.5936604817703,1.1301158021327324,63.171534948477856,331.03123487686753,335.1938832938424,-4.162648416974889,-0.0640308914129346,0.7538294982853014,-0.0370077978561254,76002486194.54488,2.91990917,709832,7240807.04212804,9419791.036542952,241028,633164,297.113431829994,45375226.107108414,51393979.12733598,16540186.09270522,743818.23692988,164,19338666,,4595.02001782583,3.272869257785469,26.123067787658833,-6018753.020227566,0.0449703668846826,1.205512270593467,13.472785010083385,15.79524336616292,25.054031889796956,12.39267253718369,13.358486330666592,16.058323569508737,-0.0080097550463102,0.1603810005401542,0.1487497511801747,0.1974123025278127,0.5619047619047672,0.2270188415265019,0.0728472104761819,0.1350185537493642,3372383.5713418336,1,1,1,2,1
2017-09-03,4582.9599609375,4714.080078125,4417.58984375,4585.27001953125,1933190016,4107.829329427083,1.1156646475321512,68.21090423254387,315.13612426608415,331.1823314882908,-16.046207222206647,0.0009150801172317,0.7538139690014075,-0.0579276237915119,76512165470.08018,2.92473488,587110,6799294.41760804,8903695.4052893,195123,491567,236.08970506008,56557414.250253074,32275329.419193827,16542111.09270519,749068.08108695,154,19340547,,4625.296314436,3.070295222875375,33.65179333174357,24282084.831059247,0.0452824961027663,1.2084496918310617,13.282969178037549,15.732329549720284,25.0607155909014,12.181390532884675,13.105355560983329,16.001977074915217,-0.00219281948415,0.1574384100380572,-0.2212166111097109,-0.1212822385593525,-0.0064516129032257,-0.1117112542539433,-0.2413510213920792,-0.1670522846800082,9053294.86280575,1,1,1,2,1
2017-09-04,4236.31005859375,4591.6298828125,4108.39990234375,4591.6298828125,2987330048,4140.6093343098955,1.0231127151964952,57.2370041483262,271.438411500686,319.23354749076987,-47.79513599008385,-0.075638867740149,0.7163975504693607,-0.0016406247928903,72377228115.37831,2.75162247,760792,7726470.92910003,9569773.27357905,270702,671988,325.457121789867,63202726.86569973,53771580.88494919,16544298.59268517,751223.89306317,175,19365296,,4374.75349649328,3.274601788813911,24.61993159503618,9431145.980750538,0.0454068142481007,0.8652916183160114,13.542116589329767,15.860162903581278,25.005157558084225,12.50877755792,13.417997250323694,16.07412017627312,-0.0620490909666113,-0.0193161807018139,0.15094165505577,0.1850065808431267,0.3565891472868223,0.0208248939942463,0.1893604214355697,0.151408944939495,11387217.4752066,1,1,1,2,1
2017-09-05,4376.52978515625,4427.83984375,3998.110107421875,4228.2900390625,2697969920,4179.362329101563,1.0471764447609098,58.30319649298251,245.29461573790195,304.4457611401963,-59.15114540229433,0.033099495698633,0.716624386612499,-0.0109949277780436,73700143235.54442,2.78742564,780357,8697798.70304403,10968104.37407948,277339,688049,281.992059300052,91680186.4684432,59681397.83937448,16546761.09268515,758408.08955799,197,19395432,,4454.05253769725,3.718555715646856,24.04881206525284,31998788.629068717,0.0458342321684489,0.930277246527502,13.567508067728236,15.97858064394218,25.02327057964788,12.532999469307857,13.441616788693429,16.210502107588738,-0.0827075660676727,0.0159728718420766,-0.0112588898476134,0.4264064239351173,0.32214765100671,0.4528629889259326,0.0013431202995302,0.365630154861265,14861421.942146275,1,1,1,2,1
2017-09-06,4597.1201171875,4617.25,4376.58984375,4376.58984375,2172100096,4219.968334960938,1.089373130860247,62.16383440244677,239.6131541970408,291.4792397515652,-51.86608555452443,0.0504030231393419,0.7159689077759809,-0.0492286589918833,76248805470.28905,2.86204183,777010,7283044.48578657,9330220.97285944,277211,687212,275.427757799992,80014904.39707187,84765630.35349904,16548786.09268512,757377.00786231,162,19420603,,4607.51652980713,3.139091927178254,24.08104935985565,-4750725.956427172,0.0457663180622707,1.070703976683659,13.563209786263732,15.80105966865447,25.05726758636091,12.532537835404188,13.440399566819003,16.048769363843782,-0.0481103538872761,0.015851967898695,-0.0348517143893435,0.1227202714144937,-0.0181151599080682,0.1131786688053242,0.005367550257316,0.1074840096361668,13204197.965403495,1,1,1,2,1
2017-09-07,4599.8798828125,4655.0400390625,4491.330078125,4589.14013671875,1844620032,4259.299666341146,1.079961553107608,58.03022610288845,232.651384672753,279.7136687358028,-47.06228406304979,0.0006003248892021,0.7168673564301096,-0.0376074485640653,76715672194.46527,2.84583752,767722,8072925.27664423,10197246.126767963,256625,609657,255.392391000043,45685117.41662493,36925874.42028269,16550986.0926851,759266.76656308,176,19381889,,4635.11187580362,3.402484101475335,27.148029289723738,8759242.996342242,0.0458744126972982,1.0333925497370742,13.551184269986852,15.904026586246298,25.06337185554811,12.455375051050126,13.320653423185592,16.137628352295213,-0.0720413323214766,0.0174564814273163,-0.0367630545166199,-0.0236767810361929,0.1217606515852611,0.1511460519325382,-0.0877858389526554,-0.0684915097969466,11918549.026595984,1,1,1,2,1
2017-09-08,4228.75,4661.0,4075.179931640625,4605.16015625,2700890112,4288.842333984375,0.9859886819554524,46.40261115856144,194.93990639178355,262.75891626699894,-67.81900987521539,-0.0806825161237863,0.7768247836133423,0.0902701697827372,71931114925.08025,2.66619471,809056,8027056.38302694,9505688.623246636,271237,696400,210.534305659976,74127888.48863603,54618611.32006195,16553173.59268506,763756.34596103,175,19389249,,4345.45765634132,3.1476480179983306,23.769634682201406,19509277.16857408,0.0461395720696445,0.6767680184127502,13.603624650913384,15.898328565839494,24.998974760859593,12.510751943226868,13.453680922831486,16.067401085007294,-0.1515682805531936,-0.0136345410316284,0.054225666859081,0.1365716124011187,0.0448740395268303,0.3142154834954469,-0.0146403310240602,0.0535562383229299,11887294.37559144,1,1,1,2,1
2017-09-09,4226.06005859375,4308.81982421875,4114.10986328125,4229.81005859375,1386230016,4317.0016682942705,0.9789340804826576,46.79170961019019,162.95775678435166,242.7986843704695,-79.84092758611783,-0.0006361079293526,0.7774164714608374,0.1291888788535513,71776989941.96732,2.65540041,625612,7751843.02132316,9158941.162569411,218820,525939,145.271261119997,52809297.80665171,53627542.6427366,16555286.09268504,763567.61866324,169,19394487,,4335.593449737,3.0108315220385817,31.477578374459853,-818244.8360848874,0.0461222847124715,0.6513673496991118,13.346487248048486,15.863441311261964,24.996829787305785,12.29600932298652,13.172942416772482,16.030241245545817,-0.0905880096263405,-0.0340902048155494,-0.1186477927171499,-0.1439365846516357,0.0705772127639696,0.2604995664262368,-0.0921386726853311,-0.1661236295457923,12630224.116183251,1,1,1,2,1
2017-09-10,4122.93994140625,4245.43994140625,3951.0400390625,4229.33984375,1679090048,4332.745662434896,0.9515767281593122,43.63391327120596,127.81734239565868,219.80241597550733,-91.98507357984866,-0.0244010060807829,0.7410258405032452,0.1598495981835626,70563390453.15257,2.59879339,581564,6329907.31918695,7351680.07379457,199466,494211,146.229206540007,49108932.03815194,56804109.54973272,16557011.09268503,761762.02034092,138,19405414,,4261.84352104033,2.403434679553228,33.50190726771567,-7695177.51158078,0.0460084260423954,0.5360397532798445,13.273478024573572,15.660796310474703,24.97977729814464,12.203404088095894,13.110719853909194,15.810439562560225,-0.111443089159589,-0.102653546328731,-0.0094462707158794,-0.2027996951369964,-0.069034677657953,-0.0421943629867704,0.0222577553645648,-0.2848271460635483,8062043.781520391,1,1,1,2,1
2017-09-11,4161.27001953125,4261.669921875,4099.39990234375,4122.47021484375,1557330048,4341.964331054687,0.958384201769906,44.67737826774464,101.8867408601227,196.2192809524304,-94.33254009230772,0.009296783040678,0.7097996690729255,0.1598574372283665,69756359191.37338,2.56454296,724503,7981187.48940964,9162290.9720339,249732,613389,158.435195870039,64231980.715084784,56512279.552132145,16559186.092685,763594.56965426,174,19419031,,4212.54757334892,2.974278763410756,26.99622277654963,7719701.162952639,0.0461130496016091,0.4645900592583325,13.493242561776633,15.892597891846478,24.968274424708863,12.428147626125996,13.326756227953592,16.030606920639233,-0.0679888000769234,-0.1509267213895961,-0.0476989768556977,0.0412203713311325,0.0329667402682223,0.2881791755772145,-0.0774652569984706,-0.0455566936235916,7817551.66469212,1,1,1,2,1
2017-09-12,4130.81005859375,4344.64990234375,4085.219970703125,4168.8798828125,1864530048,4343.882666015625,0.9509488115116808,38.29011078504762,77.97978561236596,172.57138188441755,-94.5915962720516,-0.0073198712879802,0.6911634094808333,0.3186058131426865,68967526611.78394,2.53102364,700869,8623352.0000518,9786150.670485104,254127,629468,147.753200349961,65236055.082278274,60815770.10718603,16561536.09268497,764656.03601026,188,19456109,,4164.31943424898,3.1528283473539256,26.310370173996088,4420284.975092247,0.0461705986528628,0.3944918235396009,13.46007769946081,15.969984546131448,24.956901601962944,12.445593356074935,13.35263188582106,16.096478849432245,-0.0919852340886123,-0.1910182940218882,-0.1018610712789146,-0.0236403984737524,-0.0085592579839972,0.2695708091080198,-0.0836954052621521,-0.0371679605360369,3877765.428409767,1,1,1,2,1
2017-09-13,3882.590087890625,4131.97998046875,3789.919921875,4131.97998046875,2219409920,4329.131339518229,0.896851997177499,34.110535003508744,38.5595832896588,145.7690221654658,-107.209438875807,-0.0600899017825153,0.6871636825591264,0.4544955385711542,64385886678.335045,2.36797159,715683,8715089.78728639,9231906.643629456,261808,624704,132.313726659974,59554463.15784913,53193489.59503419,16563911.09268494,766292.45986016,190,19486811,,3887.11858679135,2.953472112946517,26.514815164757938,6360973.5628149435,0.046262773059593,0.0679271736069591,13.480994007741153,15.980566654241308,24.88816029509764,12.475370509254368,13.345034817291475,16.03817626374036,-0.1726285880315033,-0.2726114038182241,-0.0789269121375528,0.0506811165054956,0.1966272901798922,0.4607336805285373,-0.0555641731388725,0.0129928419423486,5465151.074015783,1,1,1,2,0
2017-09-14,3154.949951171875,3920.60009765625,3153.860107421875,3875.3701171875,2716310016,4294.898665364583,0.7345807659245573,21.72169729088944,-50.80998309218785,106.45322111393506,-157.2632042061229,-0.1874110117851947,0.9375453481588738,0.848457227315552,53797846714.26439,1.99521056,786448,7981187.48940964,7063244.507415262,274235,656676,159.51692854998,68662204.48777881,71647652.68277903,16566086.09268491,765373.14440714,174,19487702,,3247.4687390415,2.2480974652938204,25.22718371416788,-2985448.1950002164,0.0462012052892267,-0.67517641349695,13.575283155131329,15.892597891846478,24.70849927943333,12.521744328520883,13.39494754796286,15.770415207437992,-0.2989021523618115,-0.3595572000890323,0.02439164176616,-0.0382417431905092,-0.0113636363636359,0.1441065046244984,0.0686215294690697,-0.1129530494412187,3787338.0466811466,1,1,1,2,0
2017-09-15,3637.52001953125,3733.449951171875,2946.6201171875,3166.300048828125,4148069888,4270.261669921875,0.8518260239536559,29.3112047937027,-81.75422499696424,68.8117318917552,-150.56595688871943,0.1529564892717645,1.07847822267858,0.5610058256498536,61289969016.14446,2.26320938,831698,8256400.85111342,8323251.623758035,291839,751541,172.896426839995,133840685.306445,117761835.4515361,16568336.09267488,769719.69234404,180,19536491,,3699.22294389246,2.6327088312294213,22.045817982884337,16078849.854908898,0.0464572717524933,-0.145987521799912,13.631225875499435,15.92649943934567,24.838882028931515,12.583960985868105,13.529882374837031,15.934563676755657,-0.1511462491799783,-0.2991781299792881,0.0279857018550013,0.20717543202673,0.028571428571428,0.3838529605007192,0.0759557140065698,0.0553992477940112,3297277.001871835,1,1,1,2,0
2017-09-16,3625.0400390625,3808.840087890625,3487.7900390625,3637.75,1818400000,4246.706673177084,0.8536120617792758,32.539132409233375,-106.06217108514284,33.83695129637559,-139.89912238151842,-0.0034309035831391,1.0782858307528267,0.5794556148490817,61496818023.18139,2.26588756,637532,7751843.02132316,7839982.565794853,224435,559574,118.225496209964,44251081.274059184,30593486.600447062,16570448.59267485,773399.76031688,169,19560598,,3711.23435067212,2.4653534752007,29.612613510768636,13657594.67361212,0.0466734353020937,-0.1444568225439594,13.365361319380854,15.863441311261964,24.842251270976146,12.321345867571,13.234932846007824,15.874747296124758,-0.1466870489788017,-0.2791813702592749,0.0190533429665671,-0.2613454539977453,0.0,-0.056385799435107,0.0256603601133351,-0.3559675623558039,5365254.074685693,1,1,1,2,0
2017-09-17,3582.8798828125,3664.81005859375,3445.639892578125,3606.280029296875,1239149952,4227.448665364584,0.8475277091279606,31.941624273733183,-127.2613758284724,1.61728587140598,-128.8786616998784,-0.0116302594718108,1.071204901607686,0.5645262886191902,61515288495.00573,2.26478555,582453,8072925.27664423,8166083.648743416,195890,492294,98.1445481299738,30526245.37289362,27094883.887248714,16572648.59267484,774324.19307965,176,19586702,,3711.85620397428,2.552661666603014,33.66412873745128,3431361.4856449068,0.046723020086355,-0.1505029077468273,13.27500549134662,15.904026586246298,24.842551574295644,12.18531366107023,13.106833409286022,15.91550011680639,-0.1285241994555018,-0.2388328866298878,0.0015286365731028,-0.1992606482868981,0.2753623188405802,0.1805576337157517,-0.0179278674059739,-0.3608496337504282,6954759.645717934,1,1,1,2,0
2017-09-18,4065.199951171875,4079.22998046875,3591.090087890625,3591.090087890625,1943209984,4223.1653238932295,0.9625955034656968,47.05458936251992,-103.94449231576344,-19.49506976602791,-84.44942254973554,0.1346179844524293,1.174252170737591,0.3752558320765062,67629984373.80914,2.47915064,694432,6687570.05931123,6477680.15328755,224367,566239,174.461636539986,64410895.547002114,56551801.826048344,16574236.09267484,776250.23928551,127,19612505,,4080.42844301578,2.0156098444035804,29.270742729968863,7859093.72095377,0.0468347521385062,0.2753539793517393,13.450850964240567,15.715761295821345,24.93731727749389,12.321042839966433,13.24677329557929,15.683873157571158,-0.033297285844648,-0.1673705585146809,-0.0415056942483329,-0.0204284299647066,-0.162083328052991,-0.0349853044000092,-0.1015688818413339,-0.1530252468818893,6974672.868289524,1,1,1,2,1
2017-09-19,3924.969970703125,4094.070068359375,3868.8701171875,4073.7900390625,1563980032,4217.742325846354,0.9305855283408097,42.22708461912614,-95.67816330683718,-34.731688474189774,-60.94647483264741,-0.0344952233969022,1.1772652978314064,0.4544111323502986,65073733640.120926,2.38109715,784159,8556655.83040941,7655185.570967278,283774,668165,171.948152389999,47596133.84993728,46502964.15899849,16576186.09266477,776528.70162683,156,19611416,,3925.73619023963,2.368591565243991,24.808521985833988,1093169.6909387931,0.0468460415010939,0.0744123207310301,13.572368360143374,15.962220114635436,24.898786827647235,12.55593694962354,13.41229192464104,15.85089395920896,-0.0592355154770501,-0.1758978692755242,0.1188381851672708,0.2487801382297672,-0.0077343670584234,0.4341786108048471,0.1166621413702597,0.3149373517200475,6499370.684839031,1,1,1,2,1
2017-09-20,3905.949951171875,4031.389892578125,3857.72998046875,3916.360107421875,1213830016,4214.549324544271,0.926777610223896,37.21537377864439,-89.62861178601997,-45.71107313655582,-43.91753864946416,-0.0048459019236375,1.1748902987555576,0.5390494682372791,64582823404.49912,2.3596557,619406,6417491.87280707,5697573.977465662,234110,547182,146.147783250018,27254516.566954248,40644270.09871211,16577648.59265475,773091.70991463,117,19657791,,3895.777078609,1.756114506657148,30.29640703212962,-13389753.53175786,0.0466345818343123,0.027283278779775,13.336517847716664,15.674538081139682,24.8912143208238,12.363550640841543,13.21253857755642,15.555551199728535,-0.0035118200045635,-0.159865557451435,-0.1345246428935715,-0.0204201050737129,-0.2636344513433546,0.2159340395954181,-0.1057950864755851,-0.0169475867744997,3677838.2427572017,1,1,1,2,1
2017-09-21,3631.0400390625,3916.419921875,3613.6298828125,3901.469970703125,1411480064,4198.899991861979,0.864759829026634,33.71851128783496,-105.79766142617292,-57.72839079447924,-48.06927063169367,-0.0703823437437788,1.1974086700331914,0.6611218914604842,59973348985.81828,2.19309389,684987,9653662.9881542,7957935.624780834,253479,607295,134.293312509961,29203562.110080056,25128658.012932237,16579848.59263472,774218.2318465,176,19689552,,3617.24346580947,2.438967651897613,27.301144571641004,4074904.097147818,0.046696339084208,-0.3135103643109992,13.43715659884274,16.08284808914359,24.817166116936747,12.443040203437452,13.31677159533343,15.889680306225417,0.0991791713452037,-0.2283355028680183,-0.1290117083392672,0.2900137855184259,0.2095522127457592,1.3634404073188515,-0.0756869108611227,0.2903240585198985,4686459.99877835,1,1,1,2,0
2017-09-22,3630.699951171875,3758.27001953125,3553.530029296875,3628.02001953125,1194829952,4181.539322916667,0.8682687572191535,38.51886666967253,-117.28717842410651,-69.6401483204047,-47.64703010370181,-9.366128904286786e-05,1.1962897146398948,0.6548929965792607,60012303857.5266,2.19168978,642171,7624199.74632635,6288383.835534782,224128,576785,115.100442969958,25113961.719580524,22320975.024851684,16581586.09263471,774989.94275172,139,19745527,,3619.2137182934,1.918838690311467,28.748296319485963,2792986.69472884,0.0467379862470429,-0.3205976223658574,13.372611459562464,15.846838054809812,24.81781544245448,12.319977057931666,13.26522659281365,15.6542148127984,-0.0316009648210278,-0.2349709415706846,-0.2278795909092001,-0.2351355664921366,-0.0765710284889831,0.0448156546219833,-0.2320149123317993,-0.2857343174372506,2788479.5473240553,1,1,1,2,0
2017-09-23,3792.39990234375,3819.2099609375,3594.580078125,3629.919921875,928113984,4163.463313802084,0.9108762625028446,42.15378904239468,-112.05318932987028,-78.12275652229783,-33.93043280757246,0.0445368533193395,1.1964957465154042,0.5637379962365623,62613280673.65517,2.28253357,571954,9105159.4092818,7834371.232751316,203754,498226,100.024465939957,28785356.67719596,25094904.29495247,16583661.09263469,775967.39052202,166,19772168,,3775.60059409702,2.3770480173111315,33.28541885135398,3690452.382243488,0.0467910786519058,-0.1400195204413135,13.256815595938512,16.024351888702196,24.860243243903867,12.224673570679313,13.118811075444084,15.874031307109917,0.007346353055577,-0.2309026130647086,-0.1028622876969312,0.0542406184392665,0.1745799526946099,1.0378638480405868,-0.0921469467774633,0.0116329296810997,1364602.0771285368,1,1,1,2,1
2017-09-24,3682.840087890625,3796.14990234375,3666.89990234375,3796.14990234375,768014976,4140.504646809896,0.8894664786158651,42.05578777816216,-115.41534045936623,-85.58127330971152,-29.834067149654715,-0.0288893094806313,1.1992659839149031,0.5006462417118349,60983077170.61433,2.22242941,549507,7953301.89364978,6664375.71133475,190216,458460,88.9211599199813,15485675.949506233,18457056.42629659,16585473.59263468,775159.26874926,145,19783230,,3676.89694418469,2.012997347858652,36.17648997215609,-2971380.4767903592,0.0467372405388227,-0.2667369759597449,13.216778611409554,15.88909785867233,24.833862239214568,12.15592080469973,13.03563050708266,15.712286990543031,-0.0187020532694585,-0.2510812716462289,-0.0565642206323944,-0.0649283688100152,-0.0148178484124623,0.7835404681592726,-0.0289652355914032,-0.1064007704413595,449924.65392349864,1,1,1,2,1
