time,CapMrktCurUSD,CapMVRVCur,AdrActCnt,HashRate,IssTotUSD,TxCnt,TxTfrCnt,FeeTotNtv,FlowInExUSD,FlowOutExUSD,SplyCur,SplyExNtv,BlkCnt,AdrBalCnt,CapMrktEstUSD,PriceUSD,Puell_Multiple,NVT_proxy,NetFlowExUSD,ExchangeSupplyRatio
2015-01-12,3684814575.287508,0.85146752,222808,291349.141441684,953591.1736995917,100751,244475,33.11612285,3398726.364695477,3077970.518263243,13717714.78496462,854608.30269368,142,4016541,,268.617232028054,,56.110910256527745,320755.8464322337,0.06229961156725451
2015-01-13,3074962783.802202,0.71350593,250066,277602.083462638,711543.2739114569,98240,255680,15.11597283,5830661.293996864,6457373.757278036,13720889.78496462,851811.82896696,127,4015146,,224.108117767388,,53.66430610514949,-626712.4632811723,0.062081384102390884
2015-01-14,2410541394.676775,0.56357972,257446,316947.260646319,636686.4470338969,106993,275778,15.62269978,8107301.604227278,6428774.957922234,13724514.78496462,861368.58821824,145,4029797,,175.637640561075,,49.76653244625974,1678526.6463050442,0.06276131445913703
2015-01-15,2915078937.6187863,0.68179854,262427,330062.319707546,801587.3180230861,119661,300792,17.11757064,6147640.056341297,4900609.96632218,13728289.78463702,867241.35901186,151,4037869,,212.341011396844,,45.64047509454047,1247030.090019117,0.06317184242296281
2015-01-16,2850648523.4319754,0.66753485,246341,303832.201585092,721393.3368570999,104742,270759,14.57208331,3716078.5689811935,6113418.182484485,13731764.78463702,855693.2135948,139,4045370,,207.595204850964,,50.715820285335,-2397339.6135032917,0.06231487554696117
2015-01-17,2744637050.627337,0.64325099,272389,301646.358408221,689395.6864260677,88416,323374,13.14946231,3293646.878064181,2891312.6096302024,13735214.78463702,857706.64833689,138,4068661,,199.824836645237,,42.47470354647257,402334.2684339788,0.06244581259087727
2015-01-18,2900758070.2695274,0.68000493,247184,334434.006061289,807581.882919344,83765,267931,13.91845739,2934207.4505492905,2190615.9493709016,13739039.78463702,861228.56673571,153,4077843,,211.132518410286,,51.278276065990944,743591.501178389,0.06268477129666186
2015-01-19,2980705663.4190784,0.69895138,255010,314761.417469448,780820.9016949144,99008,272794,14.46383358,2318622.0047784303,2597957.8409264977,13742639.78463702,859940.67983623,144,4070415,,216.894694915254,,50.377353551166884,-279335.8361480674,0.0625746358277951
2015-01-20,2912963378.745639,0.68366065,234321,257929.494870797,625163.5689655172,100182,259668,14.63209011,2711065.5407271907,3424083.058277701,13745589.78463702,856576.11769411,118,4079054,,211.919853886616,,52.93524725663932,-713017.5175505104,0.062316432478690446
2015-01-21,3133526729.5787454,0.73912676,215260,325690.633353804,848943.183752192,93268,226997,12.81696748,5460774.302303987,6135856.995033964,13749314.78463701,853613.98421033,149,4082199,,227.904210403273,,60.57046914557026,-675082.692729977,0.062084110923413253
2015-01-22,3213279974.8754363,0.75789177,230504,295088.828877607,788559.9170075977,95488,238362,13.72463626,5094350.867766284,3592116.5982367024,13752689.78463701,860043.47745531,135,4090647,,233.647382817066,,57.696653764597585,1502234.269529582,0.06253638313110617
2015-01-23,3206926509.857733,0.75661441,216750,271044.553932025,722711.8425189942,94078,232288,13.94772383,2200366.775723907,4438881.539471488,13755789.78463701,850441.59277686,124,4096619,,233.132852425482,,59.21868449785185,-2238514.7637475813,0.06182426498888967
2015-01-24,3427105944.2266946,0.8081469,201529,275416.240285767,784608.6902980725,80633,210799,11.14573254,3382682.7297183783,3131943.486163985,13758939.78463701,851448.24568163,126,4097100,,249.08212390415,,65.27042246233147,250739.2435543933,0.061883274366266366
2015-01-25,3502692396.5058613,0.8258294,318167,273230.397108896,795368.5664450625,85829,370748,13.24394967,4606985.399593611,5411872.868803083,13762064.78463701,848285.84594974,125,4114941,,254.51794126242,,37.11972764421389,-804887.4692094717,0.06163943123539907
2015-01-26,3771018340.3958287,0.89147229,263343,277602.083462638,869798.3775131516,107895,277917,16.0199841,9744490.207524287,7598819.813882563,13765239.78463701,856118.12487315,127,4118685,,273.952244886032,,49.53003876926208,2145670.3936417233,0.06219420353495324
2015-01-27,3645385810.763192,0.86202293,249279,317507.026636064,986207.9217635876,99265,252880,13.98880719,4633182.809735802,4409667.0772415195,13768964.78463701,856962.36479981,149,4122543,,264.753804500292,,54.44861113823556,223515.73249428254,0.06223869246553542
2015-01-28,3246805002.498614,0.76846781,198841,336476.453109996,966516.9458211584,85087,188464,11.59524688,3380918.79941618,2762000.241967394,13773064.78463701,859587.83980727,164,4120381,,235.735840444185,,73.08061372271104,618918.5574487858,0.062410788974585116
2015-01-29,3223269286.8193126,0.76357085,217393,336476.453109996,959225.2312098168,92284,229990,12.50188755,4900528.181279437,3828522.024019137,13777164.78463701,864169.89739058,164,4126914,,233.957373465809,,59.903320947158605,1072006.1572602997,0.06272479939807503
2015-01-30,3154330219.336208,0.74804548,193117,283132.625177924,789691.8553185265,79736,208657,10.99797737,3383633.685746867,5168539.404473747,13780614.78463701,856372.01434527,138,4133600,,228.896189947399,,66.04434447268488,-1784905.71872688,0.06214323727414367
2015-01-31,2995872651.2747865,0.71163625,276120,340579.824489386,901928.44760374,86631,310378,12.57748445,1743170.177016795,1675312.7808011924,13784764.78463701,856684.2433198,166,4155769,,217.332156049094,,44.4128281793072,67857.39621560252,0.0621471789112112
2015-02-01,3131555924.450037,0.74387279,250290,318011.28190274,880056.2924824673,78157,252524,11.12675333,1892709.0944320625,2331277.5821159515,13788639.78463701,854753.17038243,155,4164197,,227.111301285798,,54.603284379453086,-438568.487683889,0.06198966567643435
2015-02-02,3311502260.803947,0.78676033,228409,326218.024661521,954367.3692212172,87190,224244,12.66267626,2319724.2656352846,2320684.820935256,13792614.78463701,854749.16960931,159,4160357,,240.092419929866,,61.507174259454025,-960.5552999712527,0.06197151033039636
2015-02-03,3142345617.194964,0.74694335,241904,260564.082591277,723187.8341393936,91378,237710,13.03209706,2140936.7395873144,2277673.5081681786,13795789.78463701,854148.85635769,127,4167599,,227.775695791935,,58.036219698948344,-136736.76858086418,0.06191373380514032
2015-02-04,3129526308.6160164,0.7443882,228028,326218.024661521,901455.0081750457,88890,229445,12.32242544,2242895.1993199443,1804653.4681697988,13799764.78463701,856081.29986904,159,4174534,,226.781134132087,,60.14410767128074,438241.7311501454,0.062035934179262064
2015-02-05,2995565459.8899717,0.71333929,217016,326218.024661521,862619.325547925,87548,210092,12.24651138,2256994.1423506946,1738354.3453703085,13803739.78463701,858471.22220435,159,4171786,,217.011151081239,,65.70330990536056,518639.79698038613,0.06219120583247976
2015-02-06,3075423077.971155,0.73237364,231139,363148.367076033,985557.9892241365,84709,244062,11.59509943,2225713.7971593263,2084869.8478876424,13808164.78463699,859103.58933276,177,4184775,,222.724969316189,,56.57646329472425,140843.9492716838,0.06221707248805442
2015-02-07,3158106085.154654,0.75214553,195430,326218.024661521,908872.3314582121,85768,205968,11.80071189,1916990.1208132112,1440569.152146343,13812139.78463699,861187.24100187,159,4183859,,228.647127410871,,67.0596392868649,476420.9686668683,0.062350023561139604
2015-02-08,3095155714.175765,0.73731062,293810,270822.511039753,739318.7633547639,83307,366739,11.85052659,1535245.7555603243,1639468.535373132,13815439.78463699,860722.03547696,132,4205302,,224.035988895383,,37.67104067098669,-104222.77981280768,0.06230145756446335
2015-02-09,3050902424.29268,0.72729218,232450,340604.722619783,888593.187799533,104895,262050,14.96304105,1817944.7161088388,1737440.080762688,13819464.77463699,861086.69183683,161,4206532,,220.768493863238,,52.73598463895054,80504.63534615072,0.062309699100445017
2015-02-10,3053351264.7799406,0.72810409,227906,318224.262813905,795197.3554646424,102102,254843,14.18685974,1960622.3447372045,1557856.1264052854,13823064.77463699,862910.08621312,144,4210690,,220.888154295734,,54.241492898125465,402766.21833191905,0.062425381077314754
2015-02-11,3034972495.474273,0.72439005,236742,349162.732809701,867008.6459380464,98560,260788,14.68754513,1449255.2354190662,1090407.5195090775,13827014.77463699,864544.95858087,158,4212275,,219.495859731151,,53.02013426475524,358847.7159099886,0.06252578540428785
2015-02-12,3078323766.3727307,0.73482642,232114,262976.994964268,662185.1031122151,88258,289552,12.66188486,1423080.8679162576,1336808.99539911,13829989.77463699,864932.55235115,119,4234817,,222.583227936879,,47.763406139957546,86271.87251714757,0.0625403609435317
2015-02-13,3272421689.8762527,0.78098836,312759,322644.044241876,863427.07795149,113789,505188,17.57319217,3493683.7886490566,3367108.652100736,13833639.77463699,865467.62851473,146,4273697,,236.555363822326,,27.383151964490423,126575.13654832076,0.06256253904352088
2015-02-14,3564959250.338558,0.85038033,260312,353582.514237672,1030510.78316774,100479,296419,15.32120238,4079373.0326985433,2957124.362722225,13837639.77463699,869823.71556712,160,4267283,,257.627695791935,,46.68270176553118,1122248.6699763183,0.06285925415990522
2015-02-15,3244997129.4419994,0.7743708,342433,309384.699957963,820560.310637053,82100,402460,13.35316022,4215187.801193501,4577190.33284063,13841139.77463699,868279.6378871,140,4281736,,234.445803039158,,34.391342679115915,-362002.531647129,0.06273180186202348
2015-02-16,3254782653.53027,0.77684571,261678,346952.842095716,922713.0477936869,103452,327426,15.15115571,1902905.9121911349,1513149.9927700716,13845064.77463699,869937.56608849,157,4293449,,235.086126826417,,42.284561319617225,389755.91942106327,0.0628337664177739
2015-02-17,3377800069.693703,0.80607357,272213,329273.716383832,908549.0836645224,104074,378243,16.14348698,2053692.4401412287,1912642.1567195433,13848789.77463699,870515.86429515,149,4306114,,243.905794272355,,36.613472753327855,141050.28342168545,0.06285862363868314
2015-02-18,3269233640.3151255,0.78023417,246403,369051.74923557,985280.0949371733,103957,268548,14.69517531,1407152.6011622248,1129263.214767313,13852964.77463699,871693.38548345,167,4308713,,235.995232320281,,51.58468793153176,277889.3863949117,0.06292468072101139
2015-02-19,3351651583.6376176,0.80139075,213440,366841.858521585,1003769.8538720032,93715,237902,13.50763762,1518678.4329150969,714204.2684241721,13857114.77430939,875019.41462226,166,4313241,,241.872253945061,,58.247155443457345,804474.1644909248,0.06314585892328146
2015-02-20,3403317980.169206,0.81236962,249692,349162.732809701,969846.5623465792,99228,256497,15.21578848,1851262.3802266023,1859047.483426073,13861064.77414559,874987.70738234,158,4310841,,245.530775277615,,54.0398709308319,-7785.103199470788,0.06312557668833743
2015-02-21,3405093966.41488,0.81269734,271126,313804.481385934,871865.8093366456,88178,306822,12.98177024,1217834.0433133077,796320.9470999368,13864614.77365419,876703.99385158,142,4321751,,245.596002630041,,45.18781173988237,421513.0962133709,0.063233202520528
2015-02-22,3282518444.0460014,0.78366869,273269,334358.311133104,893507.2729178829,84628,293052,12.41192904,1248431.8947308015,1450650.047847274,13868389.77349039,875849.63759601,151,4331967,,236.690668322618,,47.32398950865508,-202218.15311647253,0.06315438575790595
